appid,store_market,available_in_cn,name,type,is_free,release_date_text,coming_soon,currency,initial_price,final_price,discount_percent,developers,publishers,genres,supports_simplified_chinese,all_review_count,all_positive_count,all_negative_count,chinese_review_count,chinese_positive_count,chinese_negative_count,non_chinese_review_count,non_chinese_positive_count,chinese_review_share,all_positive_rate,chinese_positive_rate,non_chinese_positive_rate,positive_rate_gap,chinese_vs_non_chinese_gap,mostplayed_rank,topselling_rank,chart_count,sample_origin,curated_reason,snapshot_date,collected_at_utc
552520,cn,True,Far Cry® 5,game,False,"26 Mar, 2018",False,CNY,298.0,44.7,85,Ubisoft Montreal | Red Storm | Ubisoft Shanghai | Ubisoft Toronto | Ubisoft Kiev,Ubisoft,Action | Adventure,True,189148,153352,35796,25637,17126,8511,163511,136226,0.13553936599911182,0.8107513692981158,0.6680188789639974,0.8331304927497233,-0.1427324903341184,-0.16511161378572592,,95,1,chart,,2026-09-18,2026-09-18T08:12:50+00:00
1818450,cn,True,STALZONE,game,True,"9 Dec, 2022",False,,,,,EXBO,EXBO,Action | Massively Multiplayer | RPG | Free To Play,False,108718,78453,30265,913,573,340,107805,77880,0.008397873397229529,0.7216192350852665,0.6276013143483024,0.7224154723806874,-0.09401792073696413,-0.09481415803238502,96,,1,chart,,2026-09-18,2026-09-18T08:12:50+00:00
3357650,cn,True,PRAGMATA,game,False,"16 Apr, 2026",False,CNY,268.0,214.4,20,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Action | Adventure,True,53010,51176,1834,9673,9131,542,43337,42045,0.1824750047160913,0.9654027541973212,0.9439677452703401,0.970187138011399,-0.021435008926981136,-0.02621939274105889,,96,1,chart,,2026-09-18,2026-09-18T08:12:50+00:00
346110,cn,True,ARK: Survival Evolved,game,False,"27 Aug, 2017",False,CNY,58.0,58.0,0,Studio Wildcard | Instinct Games | Efecto Studios | Virtual Basement LLC,Studio Wildcard | Snail Games USA,Action | Adventure | Indie | Massively Multiplayer | RPG,True,777868,648237,129631,95659,78960,16699,682209,569277,0.12297587765533484,0.8333509027238555,0.8254320032615854,0.8344612867904118,-0.00791889946227009,-0.00902928352882637,97,,1,chart,,2026-09-18,2026-09-18T08:12:50+00:00
4883590,cn,True,iRacing® Studios NASCAR 26,game,False,"17 Sep, 2026",False,CNY,200.0,200.0,0,"iRacing.com Motorsport Simulations, LLC","iRacing.com Motorsport Simulations, LLC",Racing | Simulation | Sports,False,122,103,19,0,0,0,122,103,0.0,0.8442622950819673,,0.8442622950819673,,,,97,1,chart,,2026-09-18,2026-09-18T08:12:50+00:00
1962663,cn,True,Call of Duty®: Warzone™,game,True,"16 Nov, 2022",False,,,,,Infinity Ward | Raven Software | Beenox | Treyarch | High Moon Studios | Sledgehammer Games | Activision Shanghai | Demonware | Toys for Bob,Activision,Action | Free To Play,True,50991,15653,35338,4907,1239,3668,46084,14414,0.09623266851012924,0.3069757408170069,0.2524964336661912,0.3127766686919538,-0.054479307150815726,-0.06028023502576263,,98,1,chart,,2026-09-18,2026-09-18T08:12:50+00:00
12210,cn,True,Grand Theft Auto IV: The Complete Edition,game,False,"24 Mar, 2020",False,CNY,99.0,29.7,70,Rockstar North | Rockstar Toronto,Rockstar Games,Action | Adventure,False,203754,169818,33936,15851,12623,3228,187903,157195,0.0777947917586894,0.8334462145528432,0.7963535423632578,0.8365752542535244,-0.03709267218958534,-0.040221711890266576,,99,1,chart,,2026-09-18,2026-09-18T08:12:50+00:00
629520,cn,True,Soundpad,game,False,"30 Sep, 2017",False,CNY,22.0,22.0,0,Leppsoft,Leppsoft,Audio Production | Utilities,True,104452,100233,4219,3116,2984,132,101336,97249,0.0298318845019722,0.9596082411059625,0.9576379974326059,0.9596688245046183,-0.001970243673356631,-0.002030827072012409,99,,1,chart,,2026-09-18,2026-09-18T08:12:50+00:00
3527290,cn,True,PEAK,game,False,"16 Jun, 2025",False,CNY,33.0,33.0,0,Team PEAK,Aggro Crab | Evil Landfall?,Action | Adventure | Indie,True,372288,351631,20657,22418,18699,3719,349870,332932,0.06021682138559395,0.9445133874849578,0.8341065215451869,0.9515877325863892,-0.11040686593977089,-0.11748121104120224,100,,1,chart,,2026-09-18,2026-09-18T08:12:50+00:00
4115450,cn,True,Phantom Blade Zero,game,False,"28 Oct, 2026",True,CNY,268.0,268.0,0,S-GAME Studio,S-GAME Publishing,Action | RPG,True,0,0,0,0,0,0,0,0,,,,,,,,100,1,chart,,2026-09-18,2026-09-18T08:12:50+00:00
391540,cn,True,Undertale,game,False,"15 Sep, 2015",False,CNY,36.0,9.0,75,tobyfox,tobyfox,Indie | RPG,False,341707,329763,11944,27079,26376,703,314628,303387,0.07924625483235638,0.9650460774874381,0.974038923150781,0.9642720927571609,0.008992845663342908,0.00976683039362014,,,0,curated_contrast,知名独立角色扮演游戏；建池时官方商店未标注简体中文,2026-09-18,2026-09-18T08:12:50+00:00
377160,cn,True,Fallout 4,game,False,"9 Nov, 2015",False,CNY,83.0,83.0,0,Bethesda Game Studios,Bethesda Softworks,RPG,False,429193,348399,80794,36882,28794,8088,392311,319605,0.08593336797198463,0.8117536865699114,0.7807060354644542,0.8146725429569908,-0.031047651105457263,-0.0339665074925366,,,0,curated_contrast,知名开放世界角色扮演游戏；建池时官方商店未标注简体中文,2026-09-18,2026-09-18T08:12:50+00:00
236850,cn,True,Europa Universalis IV,game,False,"13 Aug, 2013",False,CNY,218.0,218.0,0,Paradox Development Studio | Paradox Tinto,Paradox Interactive,Simulation | Strategy,False,137413,120490,16923,14825,11898,2927,122588,108592,0.1078864445139834,0.8768457132876802,0.8025632377740304,0.8858289555258263,-0.07428247551364986,-0.08326571775179592,,,0,curated_contrast,知名大战略游戏；建池时官方商店未标注简体中文,2026-09-18,2026-09-18T08:12:50+00:00
203770,cn,True,Crusader Kings II,game,True,"14 Feb, 2012",False,,,,,Paradox Development Studio,Paradox Interactive,RPG | Simulation | Strategy | Free To Play,False,73940,66940,7000,3920,3381,539,70020,63559,0.05301595888558291,0.9053286448471733,0.8625,0.9077263638960297,-0.0428286448471733,-0.04522636389602963,,,0,curated_contrast,知名大战略游戏；建池时官方商店未标注简体中文,2026-09-18,2026-09-18T08:12:50+00:00
1328670,cn,True,Mass Effect™ Legendary Edition,game,False,"14 May, 2021",False,CNY,248.0,62.0,75,BioWare,Electronic Arts,Action | RPG,False,67340,61424,5916,4119,3411,708,63221,58013,0.06116721116721117,0.9121473121473122,0.8281136198106337,0.9176223090428813,-0.08403369233667846,-0.08950868923224764,,,0,curated_contrast,知名叙事角色扮演游戏；建池时官方商店未标注简体中文,2026-09-18,2026-09-18T08:12:50+00:00
1237970,cn,True,Titanfall® 2,game,False,"18 Jun, 2020",False,CNY,158.0,23.7,85,Respawn Entertainment,Electronic Arts,Action,False,286302,273844,12458,117280,112323,4957,169022,161521,0.4096373759177372,0.9564865072545773,0.9577336289222373,0.9556211617422584,0.001247121667660056,0.0021124671799789274,,,0,curated_contrast,知名第一人称射击游戏；建池时官方商店未标注简体中文,2026-09-18,2026-09-18T08:12:50+00:00
524220,cn,True,NieR:Automata™,game,False,"17 Mar, 2017",False,CNY,274.0,274.0,0,Square Enix | PlatinumGames Inc.,Square Enix,Action | RPG,False,153397,134119,19278,43302,34602,8700,110095,99517,0.28228713729733956,0.8743260950344531,0.7990854925869475,0.903919342386121,-0.07524060244750563,-0.10483384979917354,,,0,curated_contrast,知名动作角色扮演游戏；建池时官方商店未标注简体中文,2026-09-18,2026-09-18T08:12:50+00:00
319630,cn,True,Life is Strange - Episode 1,game,True,"29 Jan, 2015",False,,,,,DONTNOD Entertainment | Feral Interactive (Mac) | Feral Interactive (Linux),Square Enix | Feral interactive (Mac) | Feral Interactive (Linux),Action | Adventure,False,176049,169454,6595,21078,20307,771,154971,149147,0.11972803026430141,0.9625388386187936,0.9634215769997153,0.9624187751256686,0.0008827383809216771,0.001002801874046666,,,0,curated_contrast,知名叙事冒险游戏；建池时官方商店未标注简体中文,2026-09-18,2026-09-18T08:12:50+00:00
1222690,cn,True,Dragon Age™ Inquisition,game,False,"4 Jun, 2020",False,CNY,198.0,49.5,75,BioWare,Electronic Arts,Action | Adventure | RPG | Strategy,False,21449,16239,5210,1276,731,545,20173,15508,0.05948995291155765,0.7570982330178563,0.572884012539185,0.7687503098200565,-0.1842142204786713,-0.19586629728087157,,,0,curated_contrast,知名角色扮演游戏；建池时官方商店未标注简体中文,2026-09-18,2026-09-18T08:12:50+00:00
35140,cn,True,Batman: Arkham Asylum Game of the Year Edition,game,False,"26 Mar, 2010",False,CNY,68.0,68.0,0,Rocksteady Studios,WB Games,Action | Adventure,False,87612,84428,3184,4710,4312,398,82902,80116,0.0537597589371319,0.9636579464000365,0.9154989384288748,0.966394055631951,-0.048159007971161794,-0.05089511720307627,,,0,curated_contrast,知名动作冒险游戏；建池时官方商店未标注简体中文,2026-09-18,2026-09-18T08:12:50+00:00
200260,cn,True,Batman: Arkham City - Game of the Year Edition,game,False,"7 Sep, 2012",False,CNY,68.0,68.0,0,Rocksteady Studios,WB Games,Action | Adventure,False,78284,75299,2985,4086,3696,390,74198,71603,0.052194573603801545,0.9618696029840069,0.9045521292217328,0.9650260114827893,-0.05731747376227414,-0.060473882261056544,,,0,curated_contrast,知名动作冒险游戏；建池时官方商店未标注简体中文,2026-09-18,2026-09-18T08:12:50+00:00
22380,cn,True,Fallout: New Vegas,game,False,"21 Oct, 2010",False,CNY,41.0,41.0,0,Obsidian Entertainment,Bethesda Softworks,Action | RPG,False,261711,251205,10506,4422,4129,293,257289,247076,0.016896500338159266,0.9598564829143598,0.9337403889642696,0.9603053375775878,-0.02611609395009018,-0.026564948613318262,,,0,curated_contrast,知名角色扮演游戏；建池时官方商店未标注简体中文,2026-09-18,2026-09-18T08:12:50+00:00
